ageAtBeg,avgAmount,currentAge,faYear,grtAmount,grtSigning,name,position,practicalGrt,team,totalAmount,totalYears,yrRange
21,"$7,798,688",22,2023,"$31,194,751",100.00%,Saquon Barkley,RB,"$31,194,751",NYG,"$31,194,751",4, (2018-2021)
27,"$7,750,000",29,2022,"$8,000,000",50.00%,Travis Carrie,CB,"$15,500,000",CLE,"$31,000,000",4, (2018-2021)
26,"$6,163,000",31,2020,"$7,650,000",24.83%,Marcus Gilbert,RT,"$7,650,000",ARI,"$30,815,000",5, (2015-2019)
29,"$7,700,000",30,2023,"$14,500,000",47.08%,Bobby Massie,RT,"$14,500,000",CHI,"$30,800,000",4, (2019-2022)
25,"$10,250,000",27,2022,"$11,000,000",48.48%,Tyler Lockett,WR,"$14,907,000",SEA,"$30,750,000",3, (2018-2021)
25,"$7,625,000",26,2024,"$10,800,000",71.31%,DeVante Parker,WR,"$21,750,000",MIA,"$30,500,000",4, (2019-2023)
26,"$6,100,000",29,2022,"$10,300,000",45.90%,Micah Hyde,SS,"$14,000,000",BUF,"$30,500,000",5, (2017-2021)
21,"$7,603,064",24,2022,"$30,412,255",100.00%,Myles Garrett,DE,"$30,412,255",CLE,"$30,412,255",4, (2017-2021)
21,"$7,561,929",22,2023,"$30,247,715",100.00%,Sam Darnold,QB,"$30,247,715",NYJ,"$30,247,715",4, (2018-2021)
26,"$15,000,000",27,2021,"$20,000,000",66.67%,Jacoby Brissett,QB,"$20,000,000",IND,"$30,000,000",2, (2019-2020)
31,"$10,000,000",33,2021,"$11,000,000",36.67%,Jimmy Graham,TE,"$11,000,000",GB,"$30,000,000",3, (2018-2020)
29,"$10,000,000",30,2022,"$17,000,000",56.67%,Malik Jackson,DT,"$17,000,000",PHI,"$30,000,000",3, (2019-2021)
26,"$10,000,000",28,2020,"$12,000,000",53.33%,Logan Ryan,CB,"$16,000,000",TEN,"$30,000,000",3, (2017-2019)
25,"$7,500,000",27,2022,"$11,700,000",60.00%,Jerick McKinnon,RB,"$18,000,000",SF,"$30,000,000",4, (2018-2021)
27,"$7,450,000",27,2024,"$3,320,004",35.57%,Darren Waller,TE,"$10,600,004",OAK,"$29,800,000",4, (2019-2023)
21,"$7,328,954",21,2024,"$29,315,814",100.00%,Devin White,ILB,"$29,315,814",TB,"$29,315,814",4, (2019-2023)
21,"$7,291,339",22,2023,"$29,165,356",100.00%,Denzel Ward,CB,"$29,165,356",CLE,"$29,165,356",4, (2018-2021)
22,"$7,258,106",25,2022,"$29,032,424",100.00%,Mitchell Trubisky,QB,"$29,032,424",CHI,"$29,032,424",4, (2017-2021)
29,"$9,676,667",30,2022,"$10,000,000",41.34%,Matt Paradis,C,"$12,000,000",CAR,"$29,030,000",3, (2019-2021)
26,"$7,250,000",27,2024,"$10,250,000",53.45%,Tyler Higbee,TE,"$15,500,000",LAR,"$29,000,000",4, (2019-2023)
29,"$7,250,000",30,2023,"$10,700,000",49.66%,Cole Beasley,WR,"$14,400,000",BUF,"$29,000,000",4, (2019-2022)
25,"$7,250,000",28,2021,-,51.72%,Brian Winters,G,"$15,000,000",NYJ,"$29,000,000",4, (2016-2020)
26,"$7,227,500",29,2021,"$15,950,000",63.99%,Kiko Alonso,OLB,"$18,500,000",NO,"$28,910,000",4, (2017-2020)
25,"$9,500,000",26,2022,"$17,000,000",59.65%,Jamison Crowder,WR,"$17,000,000",NYJ,"$28,500,000",3, (2019-2021)
21,"$7,038,592",24,2022,"$28,154,366",100.00%,Solomon Thomas,DE,"$28,154,366",SF,"$28,154,366",4, (2017-2021)
29,"$14,042,500",30,2021,"$7,835,000",27.90%,Marcell Dareus,DT,"$7,835,000",JAC,"$28,085,000",2, (2019-2020)
34,"$14,000,000",35,2022,"$9,050,000",32.32%,Joe Staley,LT,"$9,050,000",SF,"$28,000,000",2, (2019-2021)
27,"$9,333,333",29,2021,"$10,800,000",47.50%,Dontari Poe,DT,"$13,300,000",CAR,"$28,000,000",3, (2018-2020)
25,"$7,000,000",29,2020,"$12,000,000",55.36%,Danny Trevathan,ILB,"$15,500,000",CHI,"$28,000,000",4, (2016-2019)
27,"$7,000,000",28,2023,"$9,000,000",32.14%,Billy Turner,G,"$9,000,000",GB,"$28,000,000",4, (2019-2022)
26,"$7,000,000",28,2022,"$13,000,000",46.43%,Zach Fulton,G,"$13,000,000",HOU,"$28,000,000",4, (2018-2021)
32,"$9,300,000",33,2022,"$13,000,000",53.76%,DeSean Jackson,WR,"$15,000,000",PHI,"$27,900,000",3, (2019-2021)
25,"$5,500,000",28,2022,"$7,000,000",49.09%,William Gholston,DE,"$13,500,000",TB,"$27,500,000",5, (2017-2021)
21,"$6,817,810",23,2023,"$27,271,241",100.00%,Bradley Chubb,OLB,"$27,271,241",DEN,"$27,271,241",4, (2018-2021)
22,"$6,787,711",25,2022,"$27,150,842",100.00%,Leonard Fournette,RB,"$27,150,842",JAC,"$27,150,842",4, (2017-2021)
29,"$9,050,000",31,2021,"$3,000,000",25.78%,Richard Sherman,CB,"$7,000,000",SF,"$27,150,000",3, (2018-2020)
27,"$13,500,000",27,2022,"$7,500,000",27.78%,Kyle Fuller,CB,"$7,500,000",CHI,"$27,000,000",2, (2020-2021)
28,"$9,000,000",30,2021,"$18,000,000",66.67%,Prince Amukamara,CB,"$18,000,000",CHI,"$27,000,000",3, (2018-2020)
26,"$9,000,000",28,2021,"$5,000,000",63.89%,Justin Britt,C,"$17,250,000",SEA,"$27,000,000",3, (2017-2020)
28,"$9,000,000",29,2022,"$10,100,000",43.33%,John Brown,WR,"$11,700,000",BUF,"$27,000,000",3, (2019-2021)
24,"$6,750,000",26,2023,"$10,710,000",48.24%,Bobby McCain,CB,"$13,025,000",MIA,"$27,000,000",4, (2018-2022)
24,"$6,500,000",28,2020,"$14,000,000",53.85%,Lamar Miller,RB,"$14,000,000",HOU,"$26,000,000",4, (2016-2019)
27,"$6,500,000",28,2022,"$14,000,000",53.85%,Taylor Gabriel,WR,"$14,000,000",CHI,"$26,000,000",4, (2018-2021)
20,"$6,468,421",24,2021,"$25,873,685",100.00%,Joey Bosa,DE,"$25,873,685",LAC,"$25,873,685",4, (2016-2020)
24,"$8,600,000",25,2023,"$13,000,000",50.39%,Tavon Young,CB,"$13,000,000",BAL,"$25,800,000",3, (2019-2022)
21,"$6,416,014",22,2024,"$25,664,056",100.00%,Daniel Jones,QB,"$25,664,056",NYG,"$25,664,056",4, (2019-2023)
27,"$8,500,000",30,2020,"$9,500,000",50.00%,Jabaal Sheard,DE,"$12,750,000",IND,"$25,500,000",3, (2017-2019)
26,"$8,500,000",28,2021,"$10,000,000",60.00%,Corey Linsley,C,"$15,300,000",GB,"$25,500,000",3, (2017-2020)
26,"$8,500,000",26,2022,"$7,500,000",29.41%,Steven Nelson,CB,"$7,500,000",PIT,"$25,500,000",3, (2019-2021)
22,"$6,348,672",25,2022,"$25,394,688",100.00%,Corey Davis,WR,"$25,394,688",TEN,"$25,394,688",4, (2017-2021)
21,"$6,337,819",25,2020,"$25,351,277",100.00%,Jameis Winston,QB,"$25,351,277",TB,"$25,351,277",4, (2015-2019)
27,"$8,400,000",28,2022,"$17,000,000",67.46%,Henry Anderson,DE,"$17,000,000",NYJ,"$25,200,000",3, (2019-2021)
31,"$8,166,667",32,2022,"$17,500,000",71.43%,Jason Kelce,C,"$17,500,000",PHI,"$24,500,000",3, (2019-2021)
30,"$8,151,667",30,2022,"$17,500,000",71.56%,Mitchell Schwartz,RT,"$17,500,000",KC,"$24,455,000",3, (2019-2021)
21,"$6,053,494",26,2020,"$24,213,974",100.00%,Marcus Mariota,QB,"$24,213,974",TEN,"$24,213,974",4, (2015-2019)
30,"$12,000,000",31,2021,"$18,500,000",77.08%,Justin Houston,DE,"$18,500,000",IND,"$24,000,000",2, (2019-2020)
29,"$8,000,000",31,2021,"$16,000,000",66.67%,Demario Davis,OLB,"$16,000,000",NO,"$24,000,000",3, (2018-2020)
27,"$8,000,000",30,2020,"$12,000,000",50.00%,Kelvin Beachum,LT,"$12,000,000",NYJ,"$24,000,000",3, (2017-2019)
28,"$6,000,000",28,2023,"$7,250,000",47.92%,Kenny Vaccaro,SS,"$11,500,000",TEN,"$24,000,000",4, (2019-2022)
25,"$6,000,000",28,2020,"$9,400,000",39.17%,A.J. Klein,OLB,"$9,400,000",NO,"$24,000,000",4, (2017-2019)
28,"$6,000,000",31,2021,"$6,500,000",27.08%,Alejandro Villanueva,LT,"$6,500,000",PIT,"$24,000,000",4, (2017-2020)
25,"$8,000,000",27,2021,"$14,450,000",60.21%,Albert Wilson,WR,"$14,450,000",MIA,"$24,000,000",3, (2018-2020)
22,"$5,972,227",23,2023,"$23,888,907",100.00%,Quenton Nelson,G,"$23,888,907",IND,"$23,888,907",4, (2018-2021)
30,"$5,875,000",33,2021,"$4,000,000",17.02%,Brandon Carr,CB,"$4,000,000",BAL,"$23,500,000",4, (2017-2020)
21,"$5,837,750",25,2021,"$22,901,000",98.07%,Jalen Ramsey,CB,"$22,901,000",LAR,"$23,351,000",4, (2016-2020)
37,"$7,666,667",37,2022,"$7,250,000",46.74%,Cameron Wake,DE,"$10,750,000",TEN,"$23,000,000",3, (2019-2021)
42,"$23,000,000",42,2020,"$20,250,000",88.04%,Tom Brady,QB,"$20,250,000",NE,"$23,000,000",1, (2019-2019)
23,"$5,685,660",23,2024,"$22,742,638",100.00%,Josh Allen,DE,"$22,742,638",JAC,"$22,742,638",4, (2019-2023)
20,"$5,665,779",25,2020,"$22,663,116",100.00%,Amari Cooper,WR,"$22,663,116",DAL,"$22,663,116",4, (2015-2019)
24,"$5,650,000",25,2023,"$10,500,000",46.46%,Jesse James,TE,"$10,500,000",DET,"$22,600,000",4, (2019-2022)
29,"$7,500,000",32,2020,"$9,000,000",40.00%,Mario Addison,OLB,"$9,000,000",CAR,"$22,500,000",3, (2017-2019)
28,"$7,500,000",29,2022,"$11,250,000",50.00%,Tashaun Gipson,FS,"$11,250,000",HOU,"$22,500,000",3, (2019-2021)
30,"$7,500,000",31,2022,"$8,950,000",60.00%,Robert Alford,CB,"$13,500,000",ARI,"$22,500,000",3, (2019-2021)
27,"$7,500,000",29,2021,"$7,875,000",46.11%,Trent Murphy,DE,"$10,375,000",BUF,"$22,500,000",3, (2018-2020)
28,"$7,500,000",29,2022,"$9,000,000",53.33%,Pierre Desir,CB,"$12,000,000",IND,"$22,500,000",3, (2019-2021)
26,"$7,500,000",27,2021,"$16,000,000",71.11%,Avery Williamson,ILB,"$16,000,000",NYJ,"$22,500,000",3, (2018-2020)
26,"$5,625,000",27,2023,"$4,000,000",17.78%,Nick Easton,G,"$4,000,000",NO,"$22,500,000",4, (2019-2022)
30,"$11,200,000",30,2021,"$16,800,000",75.00%,Joe Haden,CB,"$16,800,000",PIT,"$22,400,000",2, (2019-2020)
21,"$5,564,685",24,2022,"$22,258,738",100.00%,Jamal Adams,SS,"$22,258,738",NYJ,"$22,258,738",4, (2017-2021)
27,"$7,350,000",28,2022,"$9,000,000",45.35%,Eric Reid,SS,"$10,000,000",CAR,"$22,050,000",3, (2019-2021)
29,"$11,000,000",30,2022,"$12,000,000",54.55%,Maurkice Pouncey,C,"$12,000,000",PIT,"$22,000,000",2, (2019-2021)
25,"$7,250,000",26,2023,"$11,225,000",64.37%,Matthew Ioannidis,DE,"$14,000,000",WAS,"$21,750,000",3, (2019-2022)
30,"$10,750,000",31,2022,"$19,750,000",91.86%,Jerry Hughes,DE,"$19,750,000",BUF,"$21,500,000",2, (2019-2021)
29,"$7,100,000",29,2023,"$10,250,000",55.16%,Jack Doyle,TE,"$11,750,000",IND,"$21,300,000",3, (2019-2022)
23,"$5,303,910",28,2020,"$21,215,638",100.00%,Brandon Scherff,G,"$21,215,638",WAS,"$21,215,638",4, (2015-2019)
22,"$5,295,760",23,2023,"$21,183,038",100.00%,Josh Allen,QB,"$21,183,038",BUF,"$21,183,038",4, (2018-2021)
29,"$5,250,000",30,2023,"$7,000,000",39.29%,James Carpenter,G,"$8,250,000",ATL,"$21,000,000",4, (2019-2022)
25,"$5,250,000",28,2021,"$7,000,000",46.43%,Kyle Juszczyk,FB,"$9,750,000",SF,"$21,000,000",4, (2017-2020)
26,"$7,000,000",28,2021,"$14,000,000",66.67%,DaQuan Jones,DE,"$14,000,000",TEN,"$21,000,000",3, (2018-2020)
27,"$7,000,000",28,2022,"$6,500,000",47.62%,Bryce Callahan,CB,"$10,000,000",DEN,"$21,000,000",3, (2019-2021)
25,"$7,000,000",26,2023,"$11,995,000",61.90%,Jonathan Jones,CB,"$13,000,000",NE,"$21,000,000",3, (2019-2022)
22,"$5,121,083",25,2021,"$20,034,331",97.80%,Ronnie Stanley,LT,"$20,034,331",BAL,"$20,484,331",4, (2016-2020)
27,"$6,800,000",27,2023,"$4,500,000",29.41%,Trey Hopkins,C,"$6,000,000",CIN,"$20,400,000",3, (2019-2022)
25,"$6,775,000",25,2023,"$6,000,000",29.52%,Dean Lowry,DE,"$6,000,000",GB,"$20,325,000",3, (2019-2022)
23,"$4,055,000",24,2025,"$6,490,000",32.01%,Harrison Butker,K,"$6,490,000",KC,"$20,275,000",5, (2019-2024)
24,"$4,050,000",25,2024,"$9,200,000",45.43%,Wil Lutz,K,"$9,200,000",NO,"$20,250,000",5, (2019-2023)
25,"$5,046,250",28,2021,"$4,000,000",19.82%,Shawn Williams,SS,"$4,000,000",CIN,"$20,185,000",4, (2016-2020)
31,"$4,000,000",33,2023,"$7,500,000",37.50%,Ryan Succop,K,"$7,500,000",TEN,"$20,000,000",5, (2018-2022)
30,"$5,000,000",32,2022,"$6,000,000",50.00%,Patrick Robinson,CB,"$10,000,000",NO,"$20,000,000",4, (2018-2021)
29,"$5,000,000",30,2024,"$12,500,000",62.50%,Justin Tucker,K,"$12,500,000",BAL,"$20,000,000",4, (2019-2023)
21,"$4,955,306",22,2024,"$19,821,225",100.00%,T.J. Hockenson,TE,"$19,821,225",DET,"$19,821,225",4, (2019-2023)
27,"$4,950,000",29,2022,"$5,750,000",41.67%,Dion Lewis,RB,"$8,250,000",TEN,"$19,800,000",4, (2018-2021)
22,"$4,937,482",25,2022,"$19,749,928",100.00%,Mike Williams,WR,"$19,749,928",LAC,"$19,749,928",4, (2017-2021)
26,"$4,925,000",27,2024,"$3,720,000",38.07%,Jakeem Grant,WR,"$7,500,000",MIA,"$19,700,000",4, (2019-2023)
26,"$6,550,000",29,2022,"$9,100,000",46.31%,Vance McDonald,TE,"$9,100,000",PIT,"$19,650,000",3, (2016-2021)
21,"$4,891,289",22,2024,"$19,565,156",100.00%,Ed Oliver,DT,"$19,565,156",BUF,"$19,565,156",4, (2019-2023)
26,"$6,500,000",28,2022,"$7,414,000",55.97%,Ricardo Allen,FS,"$10,914,000",ATL,"$19,500,000",3, (2018-2021)
23,"$3,861,620",24,2025,"$5,655,000",52.59%,Jake Elliott,K,"$10,155,000",PHI,"$19,308,100",5, (2019-2024)
27,"$6,416,667",29,2022,"$7,700,000",55.32%,Marquise Goodwin,WR,"$10,650,000",SF,"$19,250,000",3, (2018-2021)
27,"$6,333,333",29,2021,"$6,275,000",33.03%,Tahir Whitehead,OLB,"$6,275,000",OAK,"$19,000,000",3, (2018-2020)
27,"$6,333,333",29,2021,"$9,450,000",49.74%,D.J. Hayden,CB,"$9,450,000",JAC,"$19,000,000",3, (2018-2020)
37,"$4,750,000",38,2023,"$10,500,000",55.26%,Robbie Gould,K,"$10,500,000",SF,"$19,000,000",4, (2019-2022)
20,"$4,717,941",21,2024,"$18,871,765",100.00%,Devin Bush,ILB,"$18,871,765",PIT,"$18,871,765",4, (2019-2023)
29,"$3,762,943",29,2024,"$3,250,000",17.27%,Johnny Hekker,P,"$3,250,000",LAR,"$18,814,715",5, (2019-2023)
25,"$6,250,000",26,2022,"$12,500,000",68.00%,Jamon Brown,G,"$12,750,000",ATL,"$18,750,000",3, (2019-2021)
26,"$6,250,000",27,2022,"$6,300,000",48.27%,Tyler Kroft,TE,"$9,050,000",BUF,"$18,750,000",3, (2019-2021)
20,"$4,657,717",25,2020,"$18,630,866",100.00%,Leonard Williams,DE,"$18,630,866",NYG,"$18,630,866",4, (2015-2019)
28,"$6,200,000",30,2022,"$6,700,000",36.02%,Vince Williams,ILB,"$6,700,000",PIT,"$18,600,000",3, (2018-2021)
25,"$6,200,000",26,2022,"$7,500,000",51.38%,Quandre Diggs,SS,"$9,557,000",SEA,"$18,600,000",3, (2018-2021)
21,"$4,619,292",22,2023,"$18,477,168",100.00%,Roquan Smith,LB,"$18,477,168",CHI,"$18,477,168",4, (2018-2021)
23,"$4,585,430",25,2023,"$18,341,721",100.00%,Mike McGlinchey,RT,"$18,341,721",SF,"$18,341,721",4, (2018-2021)
26,"$6,100,000",27,2022,"$6,250,000",34.15%,C.J. Uzomah,TE,"$6,250,000",CIN,"$18,300,000",3, (2019-2021)
22,"$4,547,749",25,2021,"$18,190,995",100.00%,DeForest Buckner,DT,"$18,190,995",SF,"$18,190,995",4, (2016-2020)
28,"$4,500,000",31,2021,"$8,000,000",44.44%,Rhett Ellison,TE,"$8,000,000",NYG,"$18,000,000",4, (2017-2020)
26,"$6,000,000",26,2022,"$10,000,000",55.56%,Nick Boyle,TE,"$10,000,000",BAL,"$18,000,000",3, (2019-2021)
28,"$6,000,000",29,2022,"$4,000,000",22.22%,Darryl Roberts,CB,"$4,000,000",NYJ,"$18,000,000",3, (2019-2021)
28,"$5,966,667",28,2022,"$6,805,000",64.27%,Alex Okafor,DE,"$11,505,000",KC,"$17,900,000",3, (2019-2021)
27,"$5,933,333",29,2021,"$6,500,000",36.52%,Denico Autry,DE,"$6,500,000",IND,"$17,800,000",3, (2018-2020)
21,"$4,407,542",22,2024,"$17,630,166",100.00%,Jonah Williams,T,"$17,630,166",CIN,"$17,630,166",4, (2019-2023)
21,"$4,399,439",22,2023,"$17,597,756",100.00%,Josh Rosen,QB,"$17,597,756",MIA,"$17,597,756",4, (2018-2021)
26,"$4,375,000",28,2022,"$6,000,000",45.71%,James Hurst,RT,"$8,000,000",BAL,"$17,500,000",4, (2018-2021)
26,"$5,750,000",28,2021,"$7,500,000",49.28%,Devon Kennard,OLB,"$8,500,000",DET,"$17,250,000",3, (2018-2020)
20,"$4,310,326",23,2022,"$17,241,304",100.00%,Christian McCaffrey,RB,"$17,241,304",CAR,"$17,241,304",4, (2017-2021)
22,"$4,278,966",25,2022,"$17,115,863",100.00%,John Ross,WR,"$17,115,863",CIN,"$17,115,863",4, (2017-2021)
33,"$8,550,000",34,2021,"$12,115,000",70.85%,Greg Olsen,TE,"$12,115,000",CAR,"$17,100,000",2, (2018-2020)
33,"$8,500,000",35,2021,"$10,570,000",75.06%,Delanie Walker,TE,"$12,760,000",TEN,"$17,000,000",2, (2018-2020)
30,"$4,250,000",32,2022,"$8,000,000",52.94%,Graham Gano,K,"$9,000,000",CAR,"$17,000,000",4, (2018-2021)
26,"$4,250,000",28,2021,"$6,500,000",38.24%,Duron Harmon,SS,"$6,500,000",NE,"$17,000,000",4, (2017-2020)
27,"$4,201,500",28,2023,"$7,295,000",43.41%,Chris Boswell,K,"$7,295,000",PIT,"$16,806,000",4, (2018-2022)
33,"$8,375,000",34,2020,"$4,000,000",23.88%,Michael Bennett,DE,"$4,000,000",DAL,"$16,750,000",2, (2019-2019)
29,"$5,500,000",30,2022,"$8,500,000",51.52%,Buster Skrine,CB,"$8,500,000",CHI,"$16,500,000",3, (2019-2021)
30,"$5,500,000",34,2020,"$4,250,000",25.76%,Demar Dotson,RT,"$4,250,000",TB,"$16,500,000",3, (2016-2019)
27,"$5,500,000",30,2021,"$7,250,000",56.67%,Lane Taylor,G,"$9,350,000",GB,"$16,500,000",3, (2017-2020)
26,"$5,500,000",27,2022,"$6,600,941",60.61%,Laken Tomlinson,G,"$10,000,000",SF,"$16,500,000",3, (2018-2021)
25,"$5,500,000",26,2022,"$6,500,000",39.39%,John Miller,G,"$6,500,000",CIN,"$16,500,000",3, (2019-2021)
21,"$4,111,943",23,2023,"$16,447,773",100.00%,Minkah Fitzpatrick,S,"$16,447,773",PIT,"$16,447,773",4, (2018-2021)
21,"$4,106,447",24,2022,"$16,425,786",100.00%,Patrick Mahomes,QB,"$16,425,786",KC,"$16,425,786",4, (2017-2021)
32,"$3,250,000",37,2021,"$5,000,000",30.77%,Sam Koch,P,"$5,000,000",BAL,"$16,250,000",5, (2015-2020)
26,"$5,400,000",27,2022,"$4,200,000",25.93%,Mark Glowinski,G,"$4,200,000",IND,"$16,200,000",3, (2019-2021)
24,"$5,383,333",25,2022,"$5,500,000",34.06%,Bobby Hart,RT,"$5,500,000",CIN,"$16,150,000",3, (2019-2021)
27,"$5,383,333",27,2023,"$5,425,000",40.71%,Eric Rowe,CB,"$6,575,000",MIA,"$16,150,000",3, (2019-2022)
31,"$4,025,000",35,2020,"$5,000,000",31.06%,Mason Crosby,K,"$5,000,000",GB,"$16,100,000",4, (2016-2019)
27,"$4,000,000",29,2021,"$4,000,000",25.00%,Daniel Sorensen,SS,"$4,000,000",KC,"$16,000,000",4, (2017-2020)
25,"$5,306,000",26,2023,"$7,689,000",48.30%,Isaac Seumalo,G,"$7,689,000",PHI,"$15,918,000",3, (2019-2022)
21,"$3,974,415",25,2020,"$15,447,658",97.17%,Jack Conklin,RT,"$15,447,658",TEN,"$15,897,658",4, (2016-2019)
21,"$3,969,328",22,2024,"$15,877,312",100.00%,Rashan Gary,OLB,"$15,877,312",GB,"$15,877,312",4, (2019-2023)
32,"$3,962,500",33,2023,"$8,868,000",57.53%,Thomas Morstead,P,"$9,118,000",NO,"$15,850,000",4, (2018-2022)
23,"$3,945,715",27,2021,"$15,332,861",97.15%,Leonard Floyd,OLB,"$15,332,861",CHI,"$15,782,861",4, (2016-2020)
26,"$5,225,000",28,2021,"$6,625,000",51.04%,Nickell Robey-Coleman,CB,"$8,000,000",LAR,"$15,675,000",3, (2018-2020)
32,"$7,750,000",33,2022,"$12,000,000",77.42%,Julian Edelman,WR,"$12,000,000",NE,"$15,500,000",2, (2019-2021)
25,"$3,875,000",28,2021,"$6,500,000",41.94%,Abry Jones,DT,"$6,500,000",JAC,"$15,500,000",4, (2017-2020)
29,"$5,166,667",30,2022,"$7,250,000",46.77%,Josh Kline,G,"$7,250,000",MIN,"$15,500,000",3, (2019-2021)
28,"$3,875,000",29,2023,"$6,500,000",41.94%,Josh Lambo,K,"$6,500,000",JAC,"$15,500,000",4, (2019-2022)
27,"$3,862,500",28,2023,"$5,500,000",45.31%,Jason Myers,K,"$7,000,000",SEA,"$15,450,000",4, (2019-2022)
23,"$3,859,775",24,2024,"$15,439,100",100.00%,Christian Wilkins,DT,"$15,439,100",MIA,"$15,439,100",4, (2019-2023)
21,"$3,839,891",23,2022,"$15,359,563",100.00%,Marshon Lattimore,CB,"$15,359,563",NO,"$15,359,563",4, (2017-2021)
26,"$3,825,000",29,2021,"$4,900,000",32.03%,Lawrence Guy,DT,"$4,900,000",NE,"$15,300,000",4, (2017-2020)
20,"$3,788,080",24,2020,"$15,152,320",100.00%,Eli Apple,CB,"$15,152,320",NO,"$15,152,320",4, (2016-2019)
27,"$5,018,333",28,2022,"$6,005,000",39.89%,A.J. Cann,G,"$6,005,000",JAC,"$15,055,000",3, (2019-2021)
25,"$15,000,000",26,2020,"$15,000,000",100.00%,Jadeveon Clowney,DE,"$15,000,000",SEA,"$15,000,000",1, (2019-2019)
33,"$5,000,000",35,2020,"$7,500,000",50.00%,Vernon Davis,TE,"$7,500,000",WAS,"$15,000,000",3, (2017-2019)
31,"$7,500,000",32,2021,"$8,000,000",53.33%,Jared Cook,TE,"$8,000,000",NO,"$15,000,000",2, (2019-2020)
29,"$5,000,000",30,2022,"$6,500,000",43.33%,Mark Ingram,RB,"$6,500,000",BAL,"$15,000,000",3, (2019-2021)
26,"$5,000,000",27,2021,"$5,750,000",48.33%,Kareem Martin,OLB,"$7,250,000",NYG,"$15,000,000",3, (2018-2020)
26,"$5,000,000",28,2020,"$5,000,000",48.33%,Beau Allen,DT,"$7,250,000",TB,"$15,000,000",3, (2018-2019)
25,"$5,000,000",27,2021,"$6,000,000",40.00%,Todd Davis,ILB,"$6,000,000",DEN,"$15,000,000",3, (2018-2020)
25,"$5,000,000",25,2022,"$5,500,000",36.67%,Malcom Brown,DT,"$5,500,000",NO,"$15,000,000",3, (2019-2021)
27,"$5,000,000",28,2023,"$8,500,000",56.67%,Jesse Davis,T,"$8,500,000",MIA,"$15,000,000",3, (2019-2022)
23,"$3,706,060",24,2023,"$14,824,238",100.00%,Vita Vea,DT,"$14,824,238",TB,"$14,824,238",4, (2018-2021)
22,"$3,665,767",22,2024,"$14,663,066",100.00%,Chris Lindstrom,G,"$14,663,066",ATL,"$14,663,066",4, (2019-2023)
22,"$3,623,807",27,2020,"$14,495,228",100.00%,Vic Beasley,DE,"$14,495,228",ATL,"$14,495,228",4, (2015-2019)
20,"$3,604,590",22,2023,"$14,418,360",100.00%,Da'Ron Payne,DT,"$14,418,360",WAS,"$14,418,360",4, (2018-2021)
22,"$3,604,153",22,2024,"$14,416,611",100.00%,Dwayne Haskins,QB,"$14,416,611",WAS,"$14,416,611",4, (2019-2023)
28,"$3,600,000",28,2023,"$7,200,000",50.00%,Latavius Murray,RB,"$7,200,000",NO,"$14,400,000",4, (2019-2022)
26,"$4,750,000",27,2022,"$5,000,000",35.09%,Ty Sambrailo,T,"$5,000,000",ATL,"$14,250,000",3, (2019-2021)
20,"$3,544,415",24,2021,"$14,177,661",100.00%,Vernon Hargreaves,CB,"$14,177,661",HOU,"$14,177,661",4, (2016-2020)
29,"$7,000,000",30,2021,"$6,500,000",46.43%,K.J. Wright,OLB,"$6,500,000",SEA,"$14,000,000",2, (2019-2020)
21,"$3,463,570",24,2022,"$13,854,281",100.00%,Deshaun Watson,QB,"$13,854,281",HOU,"$13,854,281",4, (2017-2021)
21,"$3,435,474",23,2023,"$13,741,895",100.00%,Marcus Davenport,DE,"$13,741,895",NO,"$13,741,895",4, (2018-2021)
26,"$3,400,069",29,2020,"$3,175,000",43.38%,Sam Martin,P,"$5,900,000",DET,"$13,600,276",4, (2016-2019)
21,"$3,385,046",21,2024,"$13,540,182",100.00%,Brian Burns,OLB,"$13,540,182",CAR,"$13,540,182",4, (2019-2023)
30,"$6,750,000",30,2022,"$9,500,000",70.37%,Ben Jones,C,"$9,500,000",TEN,"$13,500,000",2, (2019-2021)
27,"$4,500,000",29,2021,"$5,500,000",48.15%,Bradley McDougald,SS,"$6,500,000",SEA,"$13,500,000",3, (2018-2020)
22,"$3,369,492",25,2022,"$13,477,966",100.00%,Haason Reddick,OLB,"$13,477,966",ARI,"$13,477,966",4, (2017-2021)
22,"$3,367,831",24,2023,"$13,471,324",100.00%,Kolton Miller,LT,"$13,471,324",OAK,"$13,471,324",4, (2018-2021)
21,"$3,312,010",22,2024,"$13,248,040",100.00%,Dexter Lawrence,DE,"$13,248,040",NYG,"$13,248,040",4, (2019-2023)
25,"$3,250,000",28,2021,"$6,000,000",56.92%,Jordan Poyer,FS,"$7,400,000",BUF,"$13,000,000",4, (2017-2020)
24,"$6,500,000",26,2020,"$6,500,000",50.00%,Eric Ebron,TE,"$6,500,000",IND,"$13,000,000",2, (2018-2019)
26,"$6,500,000",27,2021,"$5,521,865",65.55%,Jaquiski Tartt,FS,"$8,521,865",SF,"$13,000,000",2, (2018-2020)
22,"$3,236,092",27,2020,"$12,944,368",100.00%,Trae Waynes,CB,"$12,944,368",MIN,"$12,944,368",4, (2015-2019)
23,"$3,220,718",24,2024,"$12,882,870",100.00%,Garrett Bradbury,C,"$12,882,870",MIN,"$12,882,870",4, (2019-2023)
20,"$3,212,693",23,2022,"$12,850,772",100.00%,Derek Barnett,DE,"$12,850,772",PHI,"$12,850,772",4, (2017-2021)
